Last Avg Tensiometer,Predicted Avg Tensiometer,Predicted Rain Amount,Predicted Max Temperature,Decision
170,476,19,25,Not Recommended
705,239,3,19,Not Recommended
603,524,16,26,Double Turn
746,223,1,26,Half Turn
632,504,0,33,Double Turn
622,647,24,24,Not Recommended
756,354,10,21,Not Recommended
617,873,27,29,Single Turn
371,156,25,25,Half Turn
518,586,0,21,Single Turn
674,608,14,32,Half Turn
451,381,3,31,Not Recommended
654,589,16,33,Double Turn
359,281,9,28,Half Turn
385,579,1,35,Double Turn
816,406,29,26,Not Recommended
605,782,12,28,Single Turn
635,721,25,25,Half Turn
667,502,2,21,Double Turn
723,208,-2,33,Not Recommended
476,455,22,27,Not Recommended
446,534,18,31,Single Turn
761,529,19,22,Not Recommended
743,406,32,34,Double Turn
788,477,0,27,Single Turn
709,248,9,29,Half Turn
536,584,1,35,Single Turn
650,409,3,28,Single Turn
599,415,9,33,Single Turn
735,480,20,29,Single Turn
759,564,18,20,Single Turn
755,439,3,29,Not Recommended
710,213,22,23,Half Turn
356,297,22,23,Half Turn
246,668,2,31,Half Turn
626,378,27,27,Single Turn
340,400,1,22,Double Turn
765,594,2,27,Double Turn
521,735,2,25,Not Recommended
614,721,-2,32,Single Turn
656,388,-1,31,Single Turn
689,769,-1,24,Not Recommended
254,373,8,29,Not Recommended
601,807,-1,36,Single Turn
643,455,2,28,Single Turn
647,460,3,33,Not Recommended
521,589,23,24,Half Turn
614,809,1,35,Not Recommended
743,743,0,28,Single Turn
569,724,19,22,Half Turn
521,452,-1,24,Not Recommended
782,478,1,21,Not Recommended
381,420,25,21,Double Turn
534,680,2,32,Single Turn
377,565,-1,29,Single Turn
689,791,-2,26,Not Recommended
435,651,-1,28,Single Turn
643,576,27,21,Not Recommended
317,451,27,35,Double Turn
445,721,3,30,Not Recommended
734,130,14,20,Half Turn
652,400,13,26,Not Recommended
725,844,6,22,Half Turn
572,347,2,27,Half Turn
538,831,1,23,Double Turn
700,516,4,20,Half Turn
692,466,3,26,Double Turn
622,491,-1,22,Half Turn
601,697,0,30,Double Turn
439,616,31,33,Not Recommended
434,600,1,32,Single Turn
489,495,15,34,Not Recommended
504,463,11,32,Double Turn
735,491,4,25,Not Recommended
470,383,2,33,Double Turn
764,436,3,31,Double Turn
345,398,3,26,Single Turn
443,674,0,26,Half Turn
498,510,1,27,Half Turn
769,362,20,27,Half Turn
673,560,0,32,Not Recommended
582,181,15,27,Single Turn
730,255,2,24,Single Turn
622,508,10,27,Single Turn
238,423,-1,37,Half Turn
610,293,3,27,Not Recommended
717,452,3,26,Single Turn
650,759,11,23,Half Turn
628,319,1,27,Single Turn
704,836,1,26,Double Turn
579,453,21,33,Double Turn
604,553,2,26,Half Turn
664,797,-1,26,Not Recommended
427,591,7,32,Not Recommended
718,417,2,26,Single Turn
653,296,2,19,Double Turn
400,523,16,29,Half Turn
749,497,10,27,Single Turn
578,210,20,32,Not Recommended
605,775,10,29,Half Turn
252,382,15,27,Double Turn
474,477,0,21,Single Turn
580,387,16,21,Not Recommended
807,298,28,35,Not Recommended
627,202,3,35,Double Turn
629,475,3,22,Half Turn
613,562,14,21,Single Turn
754,533,19,34,Single Turn
388,734,2,31,Not Recommended
599,460,-3,33,Single Turn
524,778,2,34,Not Recommended
723,62,19,36,Not Recommended
778,512,0,29,Not Recommended
771,307,0,25,Half Turn
769,409,26,29,Not Recommended
651,499,-1,30,Half Turn
685,497,2,22,Single Turn
634,596,-1,28,Single Turn
674,419,2,20,Half Turn
454,498,3,30,Not Recommended
617,865,5,30,Half Turn
553,429,1,21,Not Recommended
553,476,1,26,Double Turn
719,552,22,31,Not Recommended
679,264,1,27,Half Turn
559,297,11,25,Not Recommended
762,422,3,23,Not Recommended
276,466,24,21,Not Recommended
505,391,6,25,Half Turn
594,386,3,20,Not Recommended
734,466,1,21,Single Turn
488,511,-2,24,Single Turn
613,811,20,22,Double Turn
763,709,15,30,Not Recommended
602,322,-2,32,Single Turn
591,541,1,31,Not Recommended
812,578,1,27,Not Recommended
639,587,13,29,Not Recommended
565,766,19,26,Half Turn
725,421,0,29,Single Turn
800,455,14,30,Not Recommended
741,188,1,26,Not Recommended
437,615,10,28,Single Turn
506,723,2,23,Not Recommended
700,756,9,24,Not Recommended
740,483,20,25,Half Turn
452,334,19,27,Half Turn
634,490,2,24,Single Turn
718,574,2,28,Single Turn
723,571,-1,28,Single Turn
653,553,23,25,Single Turn
335,336,21,25,Not Recommended
770,526,24,21,Double Turn
676,761,13,32,Single Turn
661,656,18,32,Not Recommended
707,547,3,29,Double Turn
534,398,0,21,Not Recommended
602,483,3,19,Half Turn
813,387,24,31,Double Turn
705,153,32,30,Not Recommended
626,401,3,28,Not Recommended
752,566,18,26,Not Recommended
573,474,13,27,Not Recommended
473,423,24,32,Not Recommended
557,692,2,27,Double Turn
745,430,4,21,Double Turn
580,566,11,29,Not Recommended
581,488,2,23,Not Recommended
618,479,24,28,Not Recommended
741,568,1,31,Single Turn
597,373,5,31,Single Turn
506,864,2,26,Half Turn
742,477,29,24,Half Turn
538,527,22,32,Single Turn
408,789,18,24,Not Recommended
540,685,10,29,Not Recommended
512,490,-2,21,Half Turn
344,600,0,30,Single Turn
350,741,3,28,Not Recommended
813,440,4,24,Single Turn
766,792,18,32,Single Turn
635,325,3,29,Half Turn
617,407,16,29,Not Recommended
807,180,-1,31,Double Turn
555,554,24,27,Not Recommended
641,518,28,25,Single Turn
648,708,24,29,Not Recommended
735,479,4,22,Single Turn
652,471,3,27,Not Recommended
750,338,2,24,Double Turn
633,563,-1,32,Not Recommended
610,650,1,21,Not Recommended
589,624,21,31,Double Turn
752,451,26,30,Double Turn
464,390,12,31,Not Recommended
682,585,1,34,Half Turn
686,329,15,25,Not Recommended
756,744,2,33,Not Recommended
723,440,-2,21,Double Turn
359,775,-4,22,Single Turn
719,610,11,37,Half Turn
663,305,3,31,Double Turn
737,719,3,28,Half Turn
533,683,0,32,Double Turn
607,655,27,18,Half Turn
415,338,3,24,Double Turn
770,414,2,34,Not Recommended
334,676,4,24,Single Turn
661,506,4,28,Not Recommended
629,413,23,31,Double Turn
412,351,31,27,Not Recommended
591,521,2,19,Not Recommended
488,819,8,24,Half Turn
737,516,9,25,Single Turn
576,880,12,25,Not Recommended
691,606,22,30,Double Turn
523,550,17,30,Not Recommended
795,702,1,29,Half Turn
636,444,17,30,Not Recommended
576,381,22,33,Single Turn
733,506,23,29,Single Turn
456,834,2,25,Half Turn
527,414,0,37,Single Turn
417,565,3,31,Half Turn
626,310,3,27,Half Turn
656,529,18,24,Half Turn
763,353,3,26,Single Turn
555,738,17,32,Single Turn
382,284,7,34,Single Turn
512,400,1,28,Not Recommended
693,685,0,31,Double Turn
766,682,2,30,Single Turn
664,809,19,30,Double Turn
745,592,14,24,Single Turn
200,341,27,31,Not Recommended
573,516,19,31,Single Turn
713,462,2,19,Half Turn
562,605,-1,27,Single Turn
579,666,21,31,Not Recommended
809,448,2,30,Not Recommended
174,531,19,31,Single Turn
532,412,2,32,Not Recommended
636,417,29,26,Half Turn
433,319,2,22,Not Recommended
489,521,18,27,Not Recommended
464,488,1,28,Not Recommended
828,637,20,25,Not Recommended
458,560,1,27,Double Turn
758,542,3,24,Double Turn
658,438,3,22,Double Turn
750,398,1,28,Not Recommended
111,282,15,35,Not Recommended
443,390,23,27,Single Turn
645,764,13,24,Half Turn
94,795,0,31,Not Recommended
714,416,2,27,Half Turn
635,612,2,33,Half Turn
494,519,26,31,Single Turn
730,458,2,30,Not Recommended
362,538,25,27,Single Turn
497,496,25,19,Not Recommended
435,521,20,32,Double Turn
636,566,-2,25,Half Turn
194,344,2,27,Not Recommended
728,568,1,21,Not Recommended
407,500,2,31,Double Turn
678,395,22,20,Not Recommended
698,688,2,26,Single Turn
765,450,16,20,Not Recommended
700,418,1,21,Double Turn
701,376,18,27,Half Turn
575,353,1,25,Half Turn
664,375,10,34,Not Recommended
595,447,1,29,Not Recommended
486,820,15,29,Double Turn
484,296,-3,29,Half Turn
578,382,21,28,Not Recommended
737,415,3,27,Single Turn
456,733,25,24,Not Recommended
723,144,16,26,Single Turn
709,553,3,27,Single Turn
673,773,21,25,Single Turn
568,486,17,29,Not Recommended
736,616,1,33,Not Recommended
738,465,4,20,Not Recommended
772,607,19,24,Not Recommended
516,506,7,30,Double Turn
668,316,23,27,Double Turn
669,537,9,32,Double Turn
724,356,2,32,Not Recommended
634,546,-1,21,Double Turn
687,371,2,28,Not Recommended
291,494,27,33,Not Recommended
715,402,26,27,Double Turn
652,620,3,32,Single Turn
750,506,1,25,Half Turn
658,473,29,29,Single Turn
607,907,0,29,Half Turn
577,768,0,21,Double Turn
575,401,2,25,Not Recommended
377,699,18,31,Not Recommended
768,243,24,22,Not Recommended
580,577,1,24,Not Recommended
670,317,-1,24,Half Turn
745,709,19,25,Single Turn
435,191,3,26,Double Turn
708,391,-2,28,Not Recommended
528,424,7,30,Half Turn
710,527,2,29,Not Recommended
363,630,1,31,Not Recommended
656,618,3,20,Not Recommended
690,279,3,32,Not Recommended
435,794,21,21,Double Turn
732,406,13,24,Not Recommended
614,528,24,27,Single Turn
758,346,26,34,Single Turn
565,639,21,25,Single Turn
532,560,0,31,Single Turn
703,421,13,32,Double Turn
579,772,0,30,Half Turn
574,378,15,27,Half Turn
679,743,11,29,Single Turn
548,390,19,30,Not Recommended
776,803,1,23,Not Recommended
729,524,20,25,Not Recommended
753,428,4,24,Not Recommended
699,382,24,25,Single Turn
549,517,5,27,Not Recommended
660,520,1,28,Double Turn
615,581,5,24,Double Turn
133,799,6,32,Double Turn
566,634,0,24,Single Turn
736,520,18,27,Not Recommended
525,332,16,29,Half Turn
736,715,28,34,Single Turn
719,512,1,23,Half Turn
510,736,-1,27,Not Recommended
502,184,1,29,Half Turn
82,464,3,23,Half Turn
566,820,23,29,Half Turn
620,651,20,33,Not Recommended
706,486,2,29,Not Recommended
690,761,7,28,Not Recommended
700,705,28,30,Not Recommended
754,541,-1,30,Not Recommended
451,538,1,27,Not Recommended
167,856,9,18,Double Turn
673,602,7,27,Single Turn
236,193,29,25,Half Turn
650,558,0,30,Double Turn
522,438,22,19,Single Turn
516,515,1,36,Not Recommended
508,386,28,25,Double Turn
515,230,17,27,Not Recommended
545,531,26,28,Not Recommended
460,635,14,20,Not Recommended
519,385,24,24,Not Recommended
698,482,-2,30,Half Turn
694,603,1,26,Single Turn
504,175,6,23,Half Turn
425,699,2,29,Double Turn
621,64,2,28,Half Turn
588,571,22,28,Single Turn
530,520,1,32,Single Turn
542,528,14,33,Single Turn
719,443,19,23,Not Recommended
671,385,2,25,Double Turn
331,535,0,27,Single Turn
427,398,7,33,Half Turn
615,449,12,37,Double Turn
691,361,1,28,Half Turn
594,364,0,34,Single Turn
403,556,-1,28,Not Recommended
700,651,28,30,Double Turn
685,331,3,30,Not Recommended
400,456,1,32,Half Turn
467,501,10,28,Not Recommended
735,707,10,27,Not Recommended
664,410,-1,28,Not Recommended
382,703,22,28,Not Recommended
548,756,0,30,Half Turn
664,709,15,26,Single Turn
491,575,21,29,Not Recommended
679,415,30,26,Double Turn
568,407,7,31,Double Turn
401,454,19,30,Not Recommended
552,442,1,21,Double Turn
688,542,2,22,Half Turn
807,584,22,23,Not Recommended
540,461,2,34,Not Recommended
557,573,0,26,Single Turn
533,466,17,21,Not Recommended
763,514,-1,23,Not Recommended
500,630,9,20,Not Recommended
748,705,19,30,Half Turn
664,418,1,27,Single Turn
708,435,21,31,Single Turn
740,305,15,28,Not Recommended
729,761,7,26,Half Turn
769,530,3,33,Not Recommended
546,876,0,31,Double Turn
771,569,4,22,Not Recommended
681,92,0,26,Not Recommended
665,567,12,34,Single Turn
659,627,19,28,Not Recommended
563,301,11,28,Single Turn
465,436,2,25,Single Turn
730,373,1,26,Not Recommended
673,828,5,26,Half Turn
598,642,16,23,Half Turn
400,734,3,27,Single Turn
614,643,12,28,Single Turn
744,652,20,23,Not Recommended
619,754,23,27,Double Turn
644,405,29,26,Not Recommended
507,545,19,25,Not Recommended
528,499,3,36,Not Recommended
600,839,13,28,Single Turn
486,567,19,21,Not Recommended
734,373,2,27,Not Recommended
580,437,2,25,Not Recommended
718,639,25,26,Not Recommended
449,514,19,27,Half Turn
317,528,0,27,Half Turn
590,414,16,27,Single Turn
554,474,16,29,Not Recommended
667,422,23,26,Half Turn
685,423,23,24,Not Recommended
683,474,13,25,Single Turn
695,366,27,31,Not Recommended
777,484,3,31,Not Recommended
431,651,0,23,Not Recommended
544,293,19,33,Not Recommended
508,515,2,35,Not Recommended
573,502,3,33,Single Turn
623,725,27,33,Single Turn
670,552,27,30,Half Turn
474,819,18,25,Double Turn
522,475,-1,27,Single Turn
491,451,2,20,Not Recommended
681,513,15,25,Not Recommended
561,458,14,26,Not Recommended
669,72,26,28,Half Turn
610,816,10,32,Single Turn
425,553,9,28,Single Turn
725,445,1,28,Single Turn
732,466,27,28,Double Turn
624,789,13,28,Half Turn
441,180,1,31,Double Turn
790,584,23,26,Double Turn
457,455,19,29,Single Turn
589,870,0,32,Half Turn
430,519,1,33,Half Turn
680,403,17,26,Single Turn
490,688,3,25,Not Recommended
486,508,2,28,Not Recommended
742,434,3,30,Single Turn
790,299,3,19,Not Recommended
509,447,28,27,Not Recommended
614,42,10,28,Half Turn
622,262,10,33,Single Turn
542,444,29,26,Single Turn
722,600,11,21,Single Turn
728,688,16,34,Single Turn
592,496,-2,31,Half Turn
439,380,23,32,Not Recommended
383,399,-1,25,Not Recommended
702,552,1,29,Single Turn
379,512,0,30,Single Turn
296,707,3,25,Single Turn
438,396,2,26,Single Turn
566,478,0,23,Double Turn
688,318,13,25,Single Turn
645,277,29,25,Not Recommended
602,374,-1,28,Single Turn
554,530,19,27,Single Turn
718,439,17,31,Double Turn
382,487,2,29,Single Turn
706,459,3,35,Half Turn
760,753,22,22,Not Recommended
626,535,3,35,Not Recommended
280,646,30,32,Half Turn
517,465,1,25,Double Turn
620,734,8,27,Half Turn
390,488,3,26,Single Turn
607,492,-5,25,Single Turn
318,576,1,34,Double Turn
388,432,7,29,Double Turn
552,471,0,27,Half Turn
778,524,3,32,Not Recommended
384,784,-3,20,Not Recommended
586,429,3,26,Not Recommended
370,575,2,29,Not Recommended
303,33,16,26,Not Recommended
672,-2,0,28,Single Turn
796,679,23,30,Double Turn
686,794,2,32,Not Recommended
730,423,12,21,Single Turn
357,332,3,32,Not Recommended
541,454,9,25,Not Recommended
545,482,2,24,Not Recommended
560,418,3,32,Not Recommended
784,670,24,21,Double Turn
398,372,0,29,Half Turn
762,167,30,24,Not Recommended
297,854,2,33,Not Recommended
817,179,21,28,Single Turn
583,671,12,26,Not Recommended
640,394,6,28,Not Recommended
180,551,7,31,Not Recommended
753,584,11,29,Double Turn
584,582,-1,26,Single Turn
735,771,29,31,Half Turn
743,523,1,21,Single Turn
386,739,5,29,Single Turn
782,515,3,27,Half Turn
519,335,0,30,Not Recommended
641,667,12,25,Not Recommended
697,460,8,21,Single Turn
765,509,9,20,Single Turn
768,517,-2,21,Not Recommended
603,353,1,27,Not Recommended
726,731,13,23,Half Turn
645,568,2,22,Not Recommended
581,542,-1,27,Not Recommended
683,588,11,27,Half Turn
607,487,23,33,Half Turn
645,552,1,32,Half Turn
622,492,3,25,Not Recommended
737,867,3,33,Not Recommended
685,731,0,27,Not Recommended
725,713,2,27,Not Recommended
557,497,9,27,Not Recommended
573,477,3,34,Single Turn
419,735,2,27,Not Recommended
621,388,3,32,Not Recommended
687,472,3,28,Half Turn
421,465,13,29,Half Turn
743,699,3,31,Not Recommended
506,550,2,24,Not Recommended
658,369,3,27,Single Turn
660,464,25,26,Not Recommended
432,560,2,25,Not Recommended
581,680,1,24,Not Recommended
733,503,10,30,Double Turn
663,400,2,26,Single Turn
469,238,13,31,Double Turn
550,616,3,23,Not Recommended
788,662,7,29,Not Recommended
792,698,3,29,Double Turn
572,294,3,26,Single Turn
567,524,20,32,Not Recommended
364,713,21,24,Half Turn
719,477,25,28,Half Turn
342,465,2,24,Double Turn
777,386,23,34,Single Turn
446,188,25,19,Not Recommended
514,853,21,30,Single Turn
589,538,-2,35,Single Turn
673,435,30,31,Not Recommended
663,323,2,28,Not Recommended
675,549,3,27,Not Recommended
609,497,24,30,Half Turn
439,614,11,27,Double Turn
749,1,3,28,Half Turn
351,713,15,32,Double Turn
624,78,2,31,Half Turn
801,472,17,21,Half Turn
693,532,1,25,Half Turn
740,335,3,21,Half Turn
722,440,2,28,Single Turn
285,457,0,31,Half Turn
497,325,2,26,Not Recommended
604,528,8,20,Half Turn
833,715,3,28,Double Turn
320,798,0,35,Half Turn
703,497,2,31,Not Recommended
583,314,9,27,Half Turn
747,206,3,25,Single Turn
609,799,29,26,Half Turn
480,482,0,28,Double Turn
660,438,0,24,Half Turn
475,763,20,26,Single Turn
692,508,0,23,Half Turn
218,659,-1,33,Not Recommended
352,285,25,29,Single Turn
654,324,20,26,Double Turn
767,431,-1,27,Not Recommended
722,367,3,29,Not Recommended
577,531,1,33,Single Turn
384,603,1,30,Half Turn
442,525,19,24,Single Turn
233,630,25,24,Not Recommended
736,355,8,27,Not Recommended
663,492,0,26,Single Turn
520,436,4,21,Not Recommended
574,397,1,32,Not Recommended
609,531,0,26,Single Turn
628,502,29,21,Half Turn
555,469,17,31,Half Turn
550,683,23,30,Not Recommended
485,474,3,32,Not Recommended
698,398,2,19,Half Turn
536,389,-2,32,Double Turn
580,469,20,34,Half Turn
774,533,-3,20,Not Recommended
741,657,18,26,Not Recommended
711,311,1,26,Double Turn
362,874,26,25,Not Recommended
765,303,-1,27,Half Turn
433,269,28,28,Single Turn
779,511,25,33,Not Recommended
729,344,1,26,Single Turn
522,513,2,24,Not Recommended
509,335,29,34,Half Turn
654,370,1,22,Double Turn
484,266,3,28,Single Turn
681,377,22,26,Half Turn
603,682,1,33,Single Turn
780,458,2,31,Double Turn
561,402,0,29,Not Recommended
334,508,-1,36,Single Turn
686,467,3,24,Half Turn
533,474,2,29,Single Turn
707,752,26,19,Single Turn
502,-3,3,28,Not Recommended
598,471,28,22,Not Recommended
723,131,27,24,Half Turn
775,514,2,25,Single Turn
723,269,8,30,Not Recommended
512,607,2,25,Not Recommended
639,502,10,22,Double Turn
644,754,1,29,Single Turn
494,415,1,23,Half Turn
601,359,2,29,Not Recommended
699,473,4,26,Not Recommended
330,553,10,37,Double Turn
611,392,17,32,Single Turn
712,558,1,28,Single Turn
341,686,3,30,Single Turn
682,767,27,28,Half Turn
449,-4,16,29,Single Turn
534,458,2,24,Half Turn
539,386,18,30,Half Turn
354,752,2,28,Single Turn
535,894,10,30,Not Recommended
816,277,17,18,Not Recommended
709,500,10,29,Not Recommended
655,155,3,37,Half Turn
274,456,30,29,Not Recommended
565,575,14,33,Double Turn
555,578,0,27,Not Recommended
628,363,1,26,Not Recommended
528,560,3,29,Not Recommended
710,203,3,29,Not Recommended
541,551,-1,29,Double Turn
775,740,2,23,Double Turn
563,494,25,32,Double Turn
754,261,27,26,Not Recommended
397,731,0,26,Single Turn
543,491,17,33,Not Recommended
719,690,22,23,Not Recommended
702,230,9,33,Single Turn
477,424,1,31,Single Turn
657,226,28,24,Not Recommended
637,573,2,30,Single Turn
522,465,1,22,Double Turn
776,416,2,26,Half Turn
744,675,8,29,Double Turn
475,703,4,27,Not Recommended
707,580,19,26,Single Turn
472,666,23,37,Single Turn
630,446,0,30,Not Recommended
759,429,3,25,Double Turn
703,459,25,27,Single Turn
688,399,24,26,Single Turn
756,467,24,24,Double Turn
723,266,2,33,Double Turn
416,544,0,28,Single Turn
789,675,-1,20,Not Recommended
616,806,-1,22,Single Turn
445,585,17,26,Double Turn
547,422,21,25,Half Turn
615,299,3,25,Not Recommended
478,347,-1,22,Single Turn
673,448,-1,29,Half Turn
649,94,1,27,Half Turn
514,472,26,33,Not Recommended
585,455,19,24,Not Recommended
537,380,1,27,Half Turn
659,401,12,27,Single Turn
708,400,14,21,Not Recommended
693,415,2,33,Not Recommended
709,625,13,30,Double Turn
729,421,22,29,Not Recommended
442,459,0,31,Not Recommended
536,629,12,25,Single Turn
436,383,3,34,Single Turn
232,432,-5,33,Not Recommended
583,460,20,28,Double Turn
663,318,20,29,Not Recommended
778,354,28,28,Half Turn
694,525,2,34,Double Turn
620,524,23,30,Single Turn
665,31,26,30,Double Turn
644,536,2,25,Not Recommended
579,141,1,26,Single Turn
327,485,1,32,Half Turn
494,540,24,21,Single Turn
401,815,23,36,Not Recommended
792,494,0,30,Not Recommended
398,508,3,23,Not Recommended
686,502,-2,27,Single Turn
447,642,2,28,Not Recommended
791,658,18,25,Not Recommended
649,403,0,22,Single Turn
692,291,1,27,Not Recommended
413,760,7,29,Double Turn
521,715,0,36,Not Recommended
672,790,1,35,Not Recommended
702,861,3,27,Not Recommended
739,395,8,27,Not Recommended
745,502,12,27,Single Turn
502,467,5,31,Not Recommended
288,891,0,37,Not Recommended
560,395,0,26,Half Turn
800,521,-1,26,Single Turn
581,506,1,28,Single Turn
714,365,3,32,Single Turn
713,438,2,24,Not Recommended
